Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change ,Year
14.735,15.230967741935487,14.155967741935482,14.742903225806451,14.738548387096774,0.004354838709677415,0.10758064516129029,2012
19.204890438247013,20.043685258964143,18.323994023904383,19.321035856573705,19.295527888446216,0.025458167330677288,0.2654183266932271,2013
17.376111111111108,18.14009259259259,15.55849794238683,17.346769547325103,17.376111111111108,-0.02942386831275723,-0.009588477366255226,2014
17.999170040485822,18.787287449392714,16.48557692307692,18.010404858299594,18.001943319838055,0.008623481781376528,0.24222672064777315,2015
15.342439516129033,15.849919354838711,14.075262096774193,15.325655241935484,15.342439516129033,-0.016572580645161296,-0.024677419354838706,2016
12.948231707317074,13.48890243902439,11.567489837398373,12.961798780487804,12.948231707317074,0.013739837398373986,0.19703252032520324,2017
15.333266129032259,15.956663306451613,13.477288306451612,15.339022177419354,15.333266129032259,0.005725806451612892,0.1326209677419355,2018
19.241811740890693,20.335860323886642,17.55514170040486,19.42925101214575,19.241811740890693,0.1876518218623482,0.7085020242914981,2019
25.511967871485943,26.3984437751004,23.216696787148592,25.516385542168674,25.699317269076307,-0.18357429718875506,-0.352289156626506,2020
17.84173387096774,18.66243951612903,16.37944556451613,17.841391129032257,17.84173387096774,-0.0003629032258064546,0.16399193548387106,2021
17.515020080321285,18.252801204819278,16.315763052208837,17.484397590361446,17.515020080321285,-0.030321285140562246,-0.07481927710843371,2022
12.444786585365856,12.918302845528457,11.716026422764227,12.44436991869919,12.444786585365856,-0.00048780487804878455,0.06682926829268293,2023
